code	name
SE-BD	ノルボッテン
SE-C	ウプサラ
SE-D	セーデルマンランド
SE-E	エステルゴトランド
SE-F	イェンヒューピング
SE-G	クローノバリ
SE-H	カルマル
SE-I	ゴトランド
SE-K	ブレーキンゲ
SE-M	スコーネ
SE-N	ハッランド
SE-O	ベストライェータランド
SE-S	ベルムランド
SE-T	エノーレブルー
SE-U	ベストマンランド
SE-W	ダーラルナ
SE-X	イェヴレボリ
SE-Y	ベステルノルランド
SE-Z	イェムトランド
SI-090	ティラナ
SI-108	ルーセ
SI-156	ドブリチ
SI-213	アンカラ
SK-BC	バンスカービストリツァ
SK-BL	ブラチスラバ
SK-KI	コシツェ
SK-NI	ニトラ
SK-PV	プレショフ
SK-TA	トルナバ
SK-TC	トレンチーン
SK-ZI	ジリナ
SL-NW	北西部州
SM-07	サンマリノ
SM-09	セッラバッレ
SN-DB	ジュルベル
SN-DK	ダカール
SN-FK	ファティック
SN-KA	カフリン
SN-KD	コルダ
SN-KE	ケドゥグ
SN-KL	カオラック
SN-LG	ルガ
SN-MT	マタム
SN-SE	セジュ
SN-SL	サン・ルイ
SN-TC	タンバクンダ
SN-TH	チェス
SN-ZG	ジガンショール
SO-BK	バコール
SO-BR	バリ
SO-BY	バイ
SO-GA	ガルグドゥード
SO-GE	ゲド
SO-HI	ヒーラーン
SO-JD	ジュバダデヘ
SO-JH	ジュバダホーセ
SO-MU	ムドゥグ
SO-NU	ヌガール
SO-SD	シャベーラハデヘ
SO-SH	シャベーラハホーセ
SO-TO	トクデール
SO-WO	ウォコーイガルベード
SR-BR	ブロコポンド
SR-CM	コメウィーネ
SR-CR	コロニー
SR-MA	マロウィーネ
SR-NI	ニッケリエ
SR-PM	パラマリボ
SR-PR	パラ
SR-SA	サラマクカ
SR-SI	シパリウィニ
SR-WA	ワニカ
SS-BN	北アイルランド
SS-EE	ウェスタン
ST-02	カンタブリア
ST-05	ロバイエ州
ST-P	プリンシペ
SV-AH	アウアチャパン
SV-CA	カバニャス
SV-CH	チャラテナンゴ
SV-CU	クスカトラン
SV-LI	ラリベルタッド
SV-MO	モラサン
SV-PA	ラパス
SV-SA	サンタ・アナ
SV-SM	サン・ミゲル
SV-SO	ソンソナテ
SV-SS	サンサルバドル
SV-SV	サン・ビセンテ
SV-UN	ラウニオン
SV-US	ウスルタン
SY-DI	ダマスカス
SY-DR	ダラー
SY-DY	デリゾール
SY-HA	ハサケ
SY-HL	アレッポ
SY-ID	イドゥリブ
SY-LA	ラタキア
SY-QU	カーディシーヤ
SY-RA	ラッカ
SY-RD	ダマスカス
SY-SU	スワイダー
SZ-MA	マンジーニ
TD-BG	北アイルランド
TD-EE	北東県
TD-EO	北西県
TD-LC	ラウテム
TD-LO	西ネグロス
TD-LR	オリエンタル州
TD-MA	パンド
TD-SA	サラマンカ
TG-C	セントラル
TG-K	カラス
TG-M	ラギューヌ
TG-P	プラトー
TG-S	サラワン
TH-10	クルンテープ マハ　ナコン　バンコク
TH-11	サムットプラカーン
TH-12	ノンタブリー
TH-13	パトンターニー
TH-14	プラナコンシータマラート,
TH-15	アントーン
TH-16	ロッブリー
TH-17	シンブリー
TH-18	チャイナート
TH-19	サラブリー
TH-20	チョンブリー
TH-21	ラヨーン
TH-22	チャンタブリー
TH-23	トラート
TH-24	チャチェンサオ
TH-25	プラチンブリー
TH-26	ナコンナヨーク
TH-27	サケオ
TH-30	ナコンラチャシマ
TH-31	ブリラム
TH-32	スリン
TH-33	シーサケット
TH-34	ウボンラチャタニー
TH-35	ヤソートーン
TH-36	チャイヤプーム
TH-37	アムナートチャルン
TH-38	ストゥントレン
TH-39	ノーンブアランプー
TH-40	コーンケーン
TH-41	ウドンタニー
TH-42	ルーイ
TH-43	ノーンカーイ
TH-44	マハーサーラーカム
TH-45	ロイエット
TH-46	カラシン
TH-47	サコンナコン
TH-48	ナコンパノム
TH-49	ムクダハーン
TH-50	チェンマイ
TH-51	ランパーン
TH-52	ランパーン
TH-53	ウタラディット
TH-54	プレー
TH-55	ナン
TH-56	パヤオ
TH-57	チェンライ
TH-58	メーホーンソン
TH-60	ナコンサワン
TH-61	ウタイタニー
TH-62	カンペーンペット
TH-63	ターク
TH-64	スコータイ
TH-65	ピサヌローク
TH-66	ピチット
TH-67	ペチャブーン
TH-70	ラッブリー
TH-71	カンチャナブリ
TH-72	スパンブリー
TH-73	ナコンパトム
TH-74	サムットサコーン
TH-75	サムットソンクラム
TH-76	ペッブリー
TH-77	プラチュアップキリカン
TH-80	ナコンシータマラート
TH-81	クラビー
TH-82	パンガー
TH-83	プーケット
TH-84	スラーターニー
TH-85	ラノーン
TH-86	チュムポーン
TH-90	ソンクラー
TH-91	サトゥーン
TH-92	トラン
TH-93	パッタルン
TH-94	パッタニー
TH-95	ヤラー
TH-96	ナラティワート
TJ-KT	ハトロン
TJ-SU	スド
TL-AL	アイレウ
TL-AN	アイナロ
TL-BA	バウカウ
TL-BO	ボボナロ
TL-CO	コバリマ
TL-DI	ディリ
TL-ER	エルメラ
TL-MF	マヌファイ
TL-MT	マナトゥトゥ
TM-A	アハル
TM-B	バルカン
TM-D	ダシュハウズ
TM-L	レバプ
TM-M	マリー
TM-S	アシガバット
TN-11	チュニス
TN-12	アリアナ
TN-13	ベンアルース
TN-14	マヌーバ
TN-21	ナブール
TN-22	ザグアン
TN-23	ビゼルト
TN-31	ベジャ
TN-32	ジャンドゥーバ
TN-33	ケフ
TN-34	シリアナ
TN-41	カイロアン
TN-42	カスリン
TN-43	シディブジット
TN-51	スース
TN-52	モナスティール
TN-53	マハディア
TN-61	スファックス
TN-71	ガフサ
TN-72	トズール
TN-73	ケビリ
TN-81	ガベス
TN-82	メドニン
TN-83	タタウィン
TO-01	エウア
TO-02	ハアパイ
TO-04	トンガタプ
TO-05	ババウ
TR-01	アダナ
TR-02	アドゥヤマン
TR-03	アフヨン
TR-04	アール
TR-05	アマスヤ
TR-06	アンカラ
TR-07	アンタルヤ
TR-08	アルトヴィン
TR-09	アイドゥン
TR-10	バルケシル
TR-11	ビレジック
TR-12	ビンギョル
TR-13	ビトリス
TR-14	ボル
TR-15	ブルドゥル
TR-16	ブルサ
TR-17	チャナッカレ
TR-18	チャンクル
TR-19	チョルム
TR-20	デニズリ
TR-21	ディヤルバクル
TR-22	エディルネ
TR-23	エラズ
TR-24	エルジンジャン
TR-25	エルズルム
TR-26	エスキシェヒル
TR-27	ガジアンテップ
TR-28	ギレスン
TR-29	ギュミュシュネ
TR-30	ハッカーリ
TR-31	ハタイ
TR-32	イスパルタ
TR-34	イスタンブール
TR-35	イズミール
TR-36	カルス
TR-37	カスタモヌ
TR-38	カイセリ
TR-39	クルクラレリ
TR-40	クルシェヒル
TR-41	コジャエリ
TR-42	コンヤ
TR-43	キュタヒヤ
TR-44	マラティア
TR-45	マニサ
TR-46	カラマンマラシュ
TR-47	マルディン
TR-48	ムーラ
TR-49	ムシュ
TR-50	ネウシェヒル
TR-51	ニーデ
TR-52	オルデュ
TR-53	リゼ
TR-54	サカルヤ
TR-55	サムスン
TR-56	シイルト
TR-57	シノップ
TR-58	シワス
TR-59	テキルダー
TR-60	トカト
TR-61	トラブゾン
TR-62	トゥンジェリ
TR-63	シャンルウルファ
TR-64	ウシャク
TR-65	ヴァン
TR-66	ヨズガット
TR-67	ゾングルダク
TR-68	アクサライ
TR-69	バイブルト
TR-70	カラマン
TR-71	クルツカレ
TR-72	バトマン
TR-73	シュルナク
TR-74	バルトゥン
TR-75	アルダハン
TR-76	イーディル
TR-77	ヤロバ
TR-78	カラビュク
TR-79	キリス
TR-80	オスマニエ
TR-81	デュズジェ
TT-ARI	アリマ
TT-CHA	チャグアナス
TT-POS	ポートオブスペイン
TT-SFO	サンフェルナンド
TT-TOB	東トバゴ
TV-FUN	フナフティ
TV-NIT	ニウタオ
TV-NKF	ヌクフェタウ
TV-NKL	ヌクライライ
TV-NMA	ナヌーメア
TV-NMG	ナヌマンガ
TV-NUI	ヌイ
TV-VAI	ヴァイトゥプ
TW-CHA	彰化
TW-CYI	嘉義
TW-CYQ	嘉義
TW-HSQ	新竹
TW-HSZ	新竹
TW-HUA	花蓮
TW-ILA	ミラノ
TW-KEE	基隆市
TW-KHH	高雄
TW-MIA	苗栗
TW-NAN	南投
TW-NWT	台北
TW-PEN	澎湖
TW-PIF	屏東
TW-TAO	桃園
TW-TNN	台南
TW-TPE	台北
TW-TTT	台東
TW-TXG	台中
TW-YUN	雲林
TZ-01	アルーシャ
TZ-02	ダルエスサラーム
TZ-03	ドドマ
TZ-04	イリンガ
TZ-05	カゲラ
TZ-06	極北州
TZ-07	極北州
TZ-08	キゴマ
TZ-09	キリマンジャロ
TZ-10	プリマス
TZ-12	リンディ
TZ-13	マラ
TZ-14	ムベヤ
TZ-15	アニバレ
TZ-16	モロゴロ
TZ-17	ムトワラ
TZ-19	ウエストコースト
TZ-20	ルークワ
TZ-21	ルブマ
TZ-22	シニャンガ
TZ-23	シンギダ
TZ-24	タボラ
TZ-25	タンガ
TZ-28	カタクイ
TZ-29	ゴンベ
TZ-31	リロングウェ
UA-05	ビンニツァ
UA-07	ボルィン
UA-09	ルハンスク
UA-12	ドニプロペテロフスク
UA-14	ドネツク
UA-18	ジトーミル
UA-21	ザカルパッチャ
UA-23	ハルキフ
UA-26	イワノフランキスク
UA-32	ハルキフ
UA-35	キロボアラード
UA-43	クリミア自治共和国
UA-46	リボフ
UA-48	ミコライフ
UA-51	オデッサ
UA-53	ポルターバ
UA-56	リフネ
UA-59	スミ
UA-61	テルノピリ
UA-63	ハルキフ
UA-65	ヘルソン
UA-68	フメリニツキー
UA-71	チェルカスイ
UA-74	チェルニヒフ
UA-77	チェルニフツイ
UG-101	カランガラ
UG-102	カンパラ
UG-103	キボガ
UG-104	ルウェロ
UG-105	マサカ
UG-106	ムピギ
UG-107	ムベンデ
UG-108	ムコノ
UG-109	ナカソンゴラ
UG-110	ラカイ
UG-111	センバブレ
UG-112	カユンガ
UG-113	ワキソ
UG-115	ミチャナ
UG-116	ナカセケ
UG-119	ブタレジャ
UG-120	ルブマ
UG-121	ゴンベ
UG-122	カヌング
UG-124	ベンゴ
UG-125	京都
UG-126	カンダール
UG-201	ブギリ
UG-202	ブシア
UG-203	イガンガ
UG-204	ジンジャ
UG-205	カムリ
UG-206	カプチョールワ
UG-207	カタクイ
UG-208	クミ
UG-209	ムバレ
UG-210	パッリサ
UG-211	ソロティ
UG-212	トロロ
UG-213	カベラマイド
UG-214	マユゲ
UG-215	シロンコ
UG-216	アムリア
UG-217	ブダカ
UG-220	ブクワ
UG-221	ブタレジャ
UG-222	カリロ
UG-223	マナフワ
UG-224	ナムトゥンバ
UG-226	ムベンデ
UG-230	ナマンガン
UG-237	カラシン
UG-301	アジュマニ
UG-302	アパク
UG-303	アルア
UG-304	グル
UG-305	キトゥグム
UG-306	コティド
UG-307	リラ
UG-308	モロト
UG-309	モヨ
UG-310	ネビ
UG-311	ナカピリピリティ
UG-312	パデル
UG-313	ユンベ
UG-314	アビム
UG-315	アモラタル
UG-316	アムル
UG-317	ドコロ
UG-318	カボング
UG-319	コボコ
UG-320	マナチャ
UG-321	オヤム
UG-330	ビオンボ
UG-333	プワニ
UG-335	ヤテンガ
UG-337	カボング
UG-401	ブンディブギョ
UG-402	ブシェニ
UG-403	ホイマ
UG-404	カバレ
UG-405	カバロレ
UG-406	カセセ
UG-407	キバーレ
UG-408	キソロ
UG-409	マシンディ
UG-410	ムバララ
UG-411	ヌトゥンガモ
UG-412	ルクンギリ
UG-413	カムウェンゲ
UG-414	カヌング
UG-415	キエンジョジョ
UG-416	ブリリサ
UG-417	イバンダ
UG-418	イシンギロ
UG-419	キルフラ
UG-421	バヤンホンゴル
UG-427	ガラガティ
UG-429	イバンダ
UG-430	シニャンガ
UG-434	オハンウェナ
UG-435	カンパラ
UG-C	セントラル
UM-67	ジョンストン環礁
UM-71	ミッドウェイ諸島
UM-76	ナヴァッサ島
UM-79	ウェーク島
UM-81	ベーカー島
UM-84	ハウランド島
UM-86	ジャーヴィス島
UM-89	キングマン岩礁
UM-95	パルミラ環礁
US-AK	アラスカ
US-AL	アラバマ
US-AR	アーカンソー
US-AS	米領サモア
US-AZ	アリゾナ
US-CA	カリフォルニア
US-CO	コロラド
US-CT	コネティカット
US-DC	コロンビア特別区
US-DE	デラウェア
US-FL	フロリダ
US-GA	ジョージア
US-GU	グアム
US-HI	ハワイ
US-IA	アイオワ
US-ID	アイダホ
US-IL	イリノイ
US-IN	インディアナ
US-KS	カンザス
US-KY	ケンタッキー
US-LA	ルイジアナ
US-MA	マサチューセッツ
US-MD	メリーランド
US-ME	メーン
US-MI	ミシガン
US-MN	ミネソタ
US-MO	ミズーリ
US-MP	北マリアナ諸島
US-MS	ミシシッピ
US-MT	モンタナ
US-NC	ノースカロライナ
US-ND	ノースダコタ
US-NE	ネブラスカ
US-NH	ニューハンプシャー
US-NJ	ニュージャージー
US-NM	ニューメキシコ
US-NV	ネヴァダ
US-NY	ニューヨーク
US-OH	オハイオ
US-OK	オクラホマ
US-OR	オレゴン
US-PA	ペンシルヴェニア
US-PR	プエルトリコ
US-RI	ロードアイランド
US-SC	サウスカロライナ
US-SD	サウスダコタ
US-TN	テネシー
US-TX	テキサス
US-UM	アメリカ合衆国外諸島
US-UT	ユタ
US-VA	ヴァージニア
US-VI	ヴァージン諸島
US-VT	ヴァーモント
US-WA	ワシントン
US-WI	ウィスコンシン
US-WV	ウェストヴァージニア
US-WY	ワイオミング
UY-AR	アルテイガス
UY-CA	カネローネス
UY-CL	セロラルゴ
UY-CO	コロニア
UY-DU	ドゥラスノ
UY-FD	フロリダ
UY-FS	フロレス
UY-LA	ラバイェハ
UY-MA	マルドナド
UY-MO	モンテビデオ
UY-PA	パイサンドゥ
UY-RN	リオネグロ
UY-RO	ロチャ
UY-RV	リベラ
UY-SA	サルト
UY-SJ	サンホゼ
UY-SO	ソリアノ
UY-TA	タクアレンボ
UY-TT	トレインタ ィ トレス
UZ-AN	アンジャン
UZ-FA	フェルガナ
UZ-NG	ナマンガン
UZ-NW	ナボイ
UZ-QA	カシュカダリア
UZ-QR	カラカルパクスタン共和国
UZ-SA	サマルカンド
UZ-SI	シルダリャ
UZ-SU	スルハンダリア
UZ-TK	タシケント
UZ-TO	タシケント
UZ-XO	ホレズム
VC-04	セントジョージ
VC-06	グレナディーン
VE-A	ボゴタ
VE-B	アンソアテギ
VE-C	アプレ
VE-D	アラゲグア
VE-E	バリナス
VE-F	ボリバル
VE-G	カラボボ
VE-H	コジュデス
VE-I	ファルコン
VE-J	グアリコ
VE-K	ララ
VE-L	メリダ
VE-M	ミランダ
VE-N	モナガス
VE-O	ヌエヴァ･エスパルタ
VE-P	ポルトゲサ
VE-R	スクレ
VE-S	タチラ
VE-T	トルヒヨ
VE-U	ヤラクイ
VE-V	スリア
VE-X	グアイラ
VE-Y	デルタ・アマクロ
VE-Z	アマゾナス
VN-01	ライチャウ
VN-02	ラオカイ
VN-03	ハジアン
VN-04	カオバン
VN-05	ソンラ
VN-06	イェンバイ
VN-07	トゥエンクァン
VN-09	ランソン
VN-13	クァンニン
VN-14	ホアビン
VN-18	ニンビン
VN-20	タイビン
VN-21	タンホア
VN-22	ゲーアン
VN-23	ハティン
VN-24	クァンビン
VN-25	クァンチ
VN-26	トゥアティエン−フエ
VN-27	クァンナム
VN-28	コントゥム
VN-29	クァンガイ
VN-30	ジアライ
VN-31	ビンディン
VN-32	フーイェン
VN-33	ダクラク
VN-34	コンホア
VN-35	ラムドン
VN-36	ニントゥアン
VN-37	テイニン
VN-39	ドンナイ
VN-40	ビントゥアン
VN-41	ロンアン
VN-43	バーリア−ブンタウ
VN-44	アンザン
VN-45	ドンタプ
VN-46	ティエンジアン
VN-47	キエンジアン
VN-49	ビンロン
VN-50	ベンチェ
VN-51	チャビン
VN-52	ソクチャン
VN-53	バクカン
VN-54	バクジアン
VN-55	バクリュウ
VN-56	バクニン
VN-57	ビンドゥオン
VN-58	ビンフォク
VN-59	カマウ
VN-61	ハイドゥオン
VN-63	ハナム
VN-66	フンイェン
VN-67	ナムディン
VN-68	フート
VN-69	タイグエン
VN-70	ビンフック
VN-73	ハザン
VN-DN	ダナン
VN-HN	ハノイ
VN-HP	ハイフォン
VN-SG	ホーチミン [サイゴン]
VU-MAP	マランパ
VU-PAM	パナマ
VU-SAM	サンマ
VU-TAE	タフェア
WF-AL	アリボリ
WS-PA	パラウリ
YE-AD	アダナ
YE-AM	アムラン
YE-BA	アルベイダ
YE-DA	アルダリ
YE-DH	ダマール
YE-HD	ハドラマウト
YE-HJ	ハッジャ
YE-HU	ホデイダ
YE-IB	イップ
YE-JA	ジャウフ
YE-LA	ラヘジ
YE-MR	アルマハラ
YE-MW	アルマハウィット
YE-RA	ライマ
YE-SA	マナーマ
YE-SH	シャブワ
ZA-EC	東ケープ
ZA-FS	自由州
ZA-GP	ガウテング
ZA-KZN	クワズールーナタール
ZA-LP	リンポポ
ZA-MP	マプマランガ
ZA-NC	北ケープ
ZA-WC	西ケープ
ZM-02	セントラル
ZM-04	ルアプラ
ZM-06	北西部州
ZM-08	コッパーベルト
ZM-09	ルサカ
ZW-BU	ブラワヨ
ZW-HA	ハラレ
ZW-MA	マニカランド
ZW-MC	マショナランド・セントラル
ZW-ME	マショナランド・イースト
ZW-MI	ミッドランズ
ZW-MN	北マタベランド
ZW-MS	南マタベランド
ZW-MV	マスビンゴ
ZW-MW	マショナランド・ウエスト
